            5   0.675138E-04   0.943441E-04   0.894843E-03   0.370048E-03   0.666776E-02   0.927121E-02   0.239727E-01   0.314360E-01
           10   0.628419E-04   0.877638E-04   0.913822E-03   0.372684E-03   0.480954E-02   0.660471E-02   0.304517E-01   0.267561E-01
           15   0.638885E-04   0.894918E-04   0.929269E-03   0.363600E-03   0.741553E-02   0.103317E-01   0.436872E-01   0.252621E-01
           20   0.631686E-04   0.889989E-04   0.931544E-03   0.382738E-03   0.795714E-02   0.110165E-01   0.373535E-01   0.258399E-01
           25   0.663368E-04   0.935212E-04   0.928935E-03   0.393171E-03   0.548176E-02   0.750302E-02   0.296399E-01   0.292499E-01
           30   0.693489E-04   0.977805E-04   0.926403E-03   0.392104E-03   0.587529E-02   0.829272E-02   0.349308E-01   0.273193E-01
           35   0.731461E-04   0.103029E-03   0.923698E-03   0.394416E-03   0.600198E-02   0.835709E-02   0.313850E-01   0.223377E-01
           40   0.757234E-04   0.107271E-03   0.922183E-03   0.395385E-03   0.514698E-02   0.728850E-02   0.327653E-01   0.233969E-01
           45   0.779837E-04   0.110717E-03   0.920417E-03   0.389988E-03   0.556600E-02   0.783385E-02   0.310065E-01   0.200602E-01
           50   0.798798E-04   0.113474E-03   0.922491E-03   0.396531E-03   0.543755E-02   0.747244E-02   0.314540E-01   0.224866E-01
           55   0.812884E-04   0.115467E-03   0.927239E-03   0.404049E-03   0.524821E-02   0.746029E-02   0.309061E-01   0.205505E-01
           60   0.831538E-04   0.118055E-03   0.932134E-03   0.397746E-03   0.452238E-02   0.629876E-02   0.289210E-01   0.219703E-01
           65   0.857238E-04   0.121641E-03   0.934939E-03   0.402229E-03   0.504407E-02   0.723831E-02   0.304446E-01   0.209826E-01
           70   0.890293E-04   0.126447E-03   0.934609E-03   0.399354E-03   0.446267E-02   0.635955E-02   0.281397E-01   0.207975E-01
           75   0.917598E-04   0.130172E-03   0.939832E-03   0.394455E-03   0.472226E-02   0.676566E-02   0.297910E-01   0.204025E-01
           80   0.937126E-04   0.132811E-03   0.946293E-03   0.394533E-03   0.440948E-02   0.627174E-02   0.287257E-01   0.212800E-01
           85   0.950238E-04   0.134572E-03   0.953755E-03   0.398805E-03   0.450985E-02   0.641184E-02   0.288818E-01   0.194270E-01
           90   0.961059E-04   0.136213E-03   0.958933E-03   0.397370E-03   0.419718E-02   0.591845E-02   0.266894E-01   0.213043E-01
           95   0.976484E-04   0.138454E-03   0.964784E-03   0.400963E-03   0.434097E-02   0.617394E-02   0.278320E-01   0.199265E-01
          100   0.997721E-04   0.141159E-03   0.968921E-03   0.404036E-03   0.410559E-02   0.567151E-02   0.261441E-01   0.208972E-01
          105   0.101712E-03   0.144254E-03   0.971601E-03   0.404725E-03   0.413825E-02   0.590095E-02   0.266934E-01   0.199814E-01
          110   0.103956E-03   0.147426E-03   0.971172E-03   0.410639E-03   0.382936E-02   0.542086E-02   0.254813E-01   0.201389E-01
          115   0.105491E-03   0.149717E-03   0.971236E-03   0.417008E-03   0.394490E-02   0.557963E-02   0.255013E-01   0.195825E-01
          120   0.106665E-03   0.151017E-03   0.975401E-03   0.423524E-03   0.370087E-02   0.527445E-02   0.252339E-01   0.191257E-01
          125   0.107643E-03   0.152274E-03   0.976881E-03   0.427937E-03   0.375821E-02   0.531261E-02   0.243368E-01   0.188802E-01
          130   0.109457E-03   0.154543E-03   0.976169E-03   0.434882E-03   0.363459E-02   0.517277E-02   0.247096E-01   0.187109E-01
          135   0.110756E-03   0.156364E-03   0.972961E-03   0.439099E-03   0.357489E-02   0.504707E-02   0.232807E-01   0.179858E-01
          140   0.112267E-03   0.158171E-03   0.971601E-03   0.446536E-03   0.353659E-02   0.501242E-02   0.239038E-01   0.183400E-01
          145   0.112950E-03   0.159037E-03   0.970564E-03   0.452867E-03   0.340314E-02   0.479568E-02   0.221471E-01   0.174091E-01
          150   0.113996E-03   0.160298E-03   0.970439E-03   0.461379E-03   0.342127E-02   0.481896E-02   0.235653E-01   0.176573E-01
          155   0.115225E-03   0.161812E-03   0.966756E-03   0.469497E-03   0.325077E-02   0.457201E-02   0.222398E-01   0.172141E-01
          160   0.115406E-03   0.161696E-03   0.963673E-03   0.477838E-03   0.336045E-02   0.472815E-02   0.231372E-01   0.169320E-01
          165   0.117044E-03   0.163864E-03   0.962117E-03   0.484926E-03   0.318687E-02   0.449956E-02   0.221325E-01   0.167465E-01
          170   0.117471E-03   0.164179E-03   0.960912E-03   0.493428E-03   0.328346E-02   0.460775E-02   0.225301E-01   0.163642E-01
          175   0.116408E-03   0.162287E-03   0.961230E-03   0.502519E-03   0.315587E-02   0.444788E-02   0.218019E-01   0.164036E-01
          180   0.116164E-03   0.161825E-03   0.959282E-03   0.513448E-03   0.319177E-02   0.446453E-02   0.221386E-01   0.160411E-01
          185   0.117208E-03   0.162948E-03   0.955298E-03   0.523069E-03   0.312205E-02   0.434213E-02   0.218050E-01   0.161777E-01
          190   0.118255E-03   0.164097E-03   0.946305E-03   0.530332E-03   0.306796E-02   0.424893E-02   0.215161E-01   0.162822E-01
          195   0.119803E-03   0.166188E-03   0.942471E-03   0.536187E-03   0.304073E-02   0.423379E-02   0.214095E-01   0.162553E-01
          200   0.121667E-03   0.168474E-03   0.941291E-03   0.535624E-03   0.356317E-02   0.501396E-02   0.243006E-01   0.145715E-01
          205   0.122958E-03   0.170206E-03   0.937493E-03   0.527772E-03   0.473198E-02   0.668630E-02   0.306269E-01   0.136056E-01
          210   0.123504E-03   0.171080E-03   0.939521E-03   0.517603E-03   0.557367E-02   0.784680E-02   0.354537E-01   0.130588E-01
          215   0.125836E-03   0.174219E-03   0.940921E-03   0.503930E-03   0.580669E-02   0.812409E-02   0.368502E-01   0.125995E-01
          220   0.128121E-03   0.177111E-03   0.937117E-03   0.504398E-03   0.541526E-02   0.752842E-02   0.345068E-01   0.119197E-01
          225   0.129690E-03   0.179390E-03   0.937851E-03   0.507931E-03   0.465347E-02   0.638475E-02   0.292333E-01   0.115994E-01
          230   0.131183E-03   0.181536E-03   0.939868E-03   0.502013E-03   0.437593E-02   0.602598E-02   0.250007E-01   0.133227E-01
          235   0.133165E-03   0.184372E-03   0.942984E-03   0.488532E-03   0.472645E-02   0.647738E-02   0.295603E-01   0.118628E-01
          240   0.134153E-03   0.185823E-03   0.945824E-03   0.481898E-03   0.510345E-02   0.699342E-02   0.317051E-01   0.110836E-01
          245   0.135571E-03   0.187979E-03   0.945947E-03   0.474820E-03   0.464179E-02   0.634985E-02   0.290707E-01   0.114260E-01
          250   0.138556E-03   0.191795E-03   0.951792E-03   0.473182E-03   0.390169E-02   0.527087E-02   0.243612E-01   0.140238E-01
          255   0.140016E-03   0.193974E-03   0.949268E-03   0.477541E-03   0.455717E-02   0.620023E-02   0.281441E-01   0.141679E-01
          260   0.140909E-03   0.195429E-03   0.948449E-03   0.476768E-03   0.460307E-02   0.624680E-02   0.281101E-01   0.116390E-01
          265   0.142767E-03   0.197525E-03   0.956635E-03   0.460389E-03   0.408442E-02   0.549473E-02   0.253646E-01   0.147837E-01
          270   0.143886E-03   0.198556E-03   0.955800E-03   0.458265E-03   0.446825E-02   0.600781E-02   0.273807E-01   0.166910E-01
          275   0.144062E-03   0.198896E-03   0.950466E-03   0.469625E-03   0.408081E-02   0.558716E-02   0.270509E-01   0.134778E-01
          280   0.146218E-03   0.201264E-03   0.956440E-03   0.464049E-03   0.390876E-02   0.520712E-02   0.248668E-01   0.167267E-01
          285   0.147709E-03   0.203031E-03   0.951678E-03   0.455801E-03   0.381170E-02   0.514679E-02   0.246278E-01   0.153459E-01
          290   0.148287E-03   0.203915E-03   0.942630E-03   0.459280E-03   0.405746E-02   0.541386E-02   0.251285E-01   0.143983E-01
          295   0.150371E-03   0.205814E-03   0.942277E-03   0.461363E-03   0.354188E-02   0.471959E-02   0.213660E-01   0.150294E-01
          300   0.150850E-03   0.206422E-03   0.937029E-03   0.465689E-03   0.341227E-02   0.452205E-02   0.218687E-01   0.153146E-01
          305   0.149978E-03   0.205437E-03   0.931108E-03   0.473792E-03   0.350918E-02   0.465863E-02   0.223015E-01   0.169217E-01
          310   0.151137E-03   0.206181E-03   0.937533E-03   0.467793E-03   0.351767E-02   0.463288E-02   0.224340E-01   0.171823E-01
          315   0.151386E-03   0.206135E-03   0.933131E-03   0.476413E-03   0.386122E-02   0.507936E-02   0.232632E-01   0.147247E-01
          320   0.150450E-03   0.204879E-03   0.919671E-03   0.495443E-03   0.341013E-02   0.444066E-02   0.209037E-01   0.149158E-01
          325   0.152839E-03   0.207365E-03   0.917925E-03   0.494005E-03   0.322282E-02   0.417050E-02   0.185946E-01   0.179590E-01
          330   0.153794E-03   0.208497E-03   0.912694E-03   0.492131E-03   0.332229E-02   0.429064E-02   0.203036E-01   0.171984E-01
          335   0.151312E-03   0.205137E-03   0.903538E-03   0.513226E-03   0.363716E-02   0.469200E-02   0.214640E-01   0.153554E-01
          340   0.151990E-03   0.205683E-03   0.907262E-03   0.518256E-03   0.365280E-02   0.473959E-02   0.211905E-01   0.155205E-01
          345   0.152904E-03   0.206597E-03   0.909061E-03   0.516364E-03   0.282521E-02   0.359735E-02   0.164873E-01   0.182967E-01
          350   0.150768E-03   0.203527E-03   0.898918E-03   0.531347E-03   0.319724E-02   0.403806E-02   0.190579E-01   0.177532E-01
          355   0.150983E-03   0.203602E-03   0.889895E-03   0.541271E-03   0.383056E-02   0.486291E-02   0.217468E-01   0.132929E-01
          360   0.152774E-03   0.206055E-03   0.884462E-03   0.540966E-03   0.322297E-02   0.405997E-02   0.179655E-01   0.157824E-01
          365   0.153467E-03   0.206813E-03   0.880345E-03   0.547515E-03   0.276593E-02   0.345512E-02   0.165108E-01   0.165162E-01
          370   0.153131E-03   0.205971E-03   0.875471E-03   0.550185E-03   0.362418E-02   0.466945E-02   0.208206E-01   0.131510E-01
          375   0.152597E-03   0.205434E-03   0.870555E-03   0.555862E-03   0.335793E-02   0.426681E-02   0.190563E-01   0.139663E-01
