            5   0.401740E-03   0.553303E-03   0.105645E-02   0.457145E-03   0.113909E-01   0.152153E-01   0.154703E-01   0.966668E-02
           10   0.253148E-03   0.343619E-03   0.882962E-03   0.482160E-03   0.374934E-02   0.532748E-02   0.118368E-01   0.116485E-01
           15   0.301036E-03   0.421473E-03   0.787903E-03   0.466051E-03   0.391917E-02   0.540320E-02   0.823714E-02   0.751638E-02
           20   0.313321E-03   0.430164E-03   0.728405E-03   0.431861E-03   0.549226E-02   0.758570E-02   0.663801E-02   0.695676E-02
           25   0.304989E-03   0.412523E-03   0.676738E-03   0.443681E-03   0.464882E-02   0.639865E-02   0.598430E-02   0.611072E-02
           30   0.299667E-03   0.399119E-03   0.633273E-03   0.438007E-03   0.324460E-02   0.439072E-02   0.514347E-02   0.722046E-02
           35   0.299564E-03   0.393805E-03   0.633004E-03   0.410394E-03   0.354576E-02   0.491441E-02   0.486277E-02   0.489484E-02
           40   0.298370E-03   0.389449E-03   0.655831E-03   0.384781E-03   0.320438E-02   0.443813E-02   0.450506E-02   0.451852E-02
           45   0.290789E-03   0.377873E-03   0.677089E-03   0.381085E-03   0.284775E-02   0.395422E-02   0.429868E-02   0.435473E-02
           50   0.283045E-03   0.366536E-03   0.694876E-03   0.364099E-03   0.280796E-02   0.389192E-02   0.466366E-02   0.458581E-02
           55   0.275533E-03   0.357074E-03   0.712664E-03   0.340110E-03   0.296142E-02   0.398055E-02   0.478894E-02   0.354366E-02
           60   0.266269E-03   0.345695E-03   0.727441E-03   0.321181E-03   0.317395E-02   0.424090E-02   0.485461E-02   0.327775E-02
           65   0.258697E-03   0.336331E-03   0.739488E-03   0.311288E-03   0.247575E-02   0.326733E-02   0.498164E-02   0.319980E-02
           70   0.252079E-03   0.328801E-03   0.748338E-03   0.296998E-03   0.235856E-02   0.313624E-02   0.518546E-02   0.366087E-02
           75   0.244775E-03   0.320564E-03   0.754059E-03   0.282489E-03   0.220273E-02   0.290113E-02   0.539222E-02   0.287184E-02
           80   0.238794E-03   0.317089E-03   0.757311E-03   0.268515E-03   0.188431E-02   0.255403E-02   0.549652E-02   0.320773E-02
           85   0.236346E-03   0.317197E-03   0.758442E-03   0.255244E-03   0.172567E-02   0.241102E-02   0.542298E-02   0.307053E-02
           90   0.236037E-03   0.319759E-03   0.758634E-03   0.237311E-03   0.162378E-02   0.225960E-02   0.516076E-02   0.226056E-02
           95   0.237785E-03   0.321247E-03   0.758009E-03   0.224411E-03   0.180097E-02   0.211973E-02   0.476080E-02   0.198148E-02
          100   0.238715E-03   0.321834E-03   0.755703E-03   0.219066E-03   0.170809E-02   0.201593E-02   0.479450E-02   0.228697E-02
          105   0.239584E-03   0.323300E-03   0.749456E-03   0.210265E-03   0.133478E-02   0.183488E-02   0.476372E-02   0.286436E-02
          110   0.240505E-03   0.325488E-03   0.742856E-03   0.201379E-03   0.125352E-02   0.176315E-02   0.464356E-02   0.278538E-02
          115   0.241644E-03   0.327834E-03   0.733396E-03   0.194023E-03   0.121078E-02   0.162074E-02   0.450869E-02   0.237842E-02
          120   0.242626E-03   0.330019E-03   0.722023E-03   0.186877E-03   0.113958E-02   0.164578E-02   0.440872E-02   0.235518E-02
          125   0.243334E-03   0.331941E-03   0.709956E-03   0.180112E-03   0.132757E-02   0.160100E-02   0.435404E-02   0.189168E-02
          130   0.244820E-03   0.333794E-03   0.696536E-03   0.174405E-03   0.160121E-02   0.176929E-02   0.431988E-02   0.173953E-02
          135   0.246272E-03   0.335857E-03   0.683783E-03   0.171865E-03   0.167480E-02   0.188956E-02   0.426489E-02   0.182610E-02
          140   0.247132E-03   0.337189E-03   0.671143E-03   0.170539E-03   0.156204E-02   0.175504E-02   0.415480E-02   0.213350E-02
          145   0.248128E-03   0.338417E-03   0.658977E-03   0.169132E-03   0.139126E-02   0.177459E-02   0.398045E-02   0.219829E-02
          150   0.248927E-03   0.339488E-03   0.648308E-03   0.169353E-03   0.130269E-02   0.167716E-02   0.376220E-02   0.197651E-02
          155   0.249582E-03   0.340047E-03   0.639046E-03   0.169381E-03   0.135659E-02   0.157101E-02   0.353999E-02   0.191202E-02
          160   0.249370E-03   0.339394E-03   0.631755E-03   0.168776E-03   0.150780E-02   0.175672E-02   0.335521E-02   0.182384E-02
          165   0.248726E-03   0.338012E-03   0.624841E-03   0.169631E-03   0.165107E-02   0.196804E-02   0.323327E-02   0.157020E-02
          170   0.247663E-03   0.336227E-03   0.618851E-03   0.170679E-03   0.169719E-02   0.204409E-02   0.317562E-02   0.142051E-02
          175   0.246237E-03   0.334014E-03   0.613412E-03   0.172402E-03   0.162673E-02   0.195843E-02   0.316335E-02   0.159128E-02
          180   0.244209E-03   0.331122E-03   0.608893E-03   0.175561E-03   0.149133E-02   0.178176E-02   0.316974E-02   0.162797E-02
          185   0.241753E-03   0.327807E-03   0.604062E-03   0.182550E-03   0.137053E-02   0.162245E-02   0.317462E-02   0.167416E-02
          190   0.238971E-03   0.324040E-03   0.599692E-03   0.188762E-03   0.131819E-02   0.155937E-02   0.317295E-02   0.186958E-02
          195   0.236253E-03   0.320389E-03   0.594834E-03   0.192836E-03   0.133360E-02   0.157492E-02   0.317396E-02   0.193221E-02
          200   0.233796E-03   0.316899E-03   0.590941E-03   0.194734E-03   0.137098E-02   0.162422E-02   0.319295E-02   0.186536E-02
          205   0.231886E-03   0.313553E-03   0.587798E-03   0.193831E-03   0.137527E-02   0.172334E-02   0.324075E-02   0.174722E-02
          210   0.230788E-03   0.311178E-03   0.586296E-03   0.190280E-03   0.140867E-02   0.202849E-02   0.331690E-02   0.167077E-02
          215   0.229954E-03   0.309749E-03   0.586160E-03   0.184053E-03   0.156056E-02   0.223377E-02   0.340978E-02   0.168535E-02
          220   0.229548E-03   0.308632E-03   0.585900E-03   0.177318E-03   0.164093E-02   0.233383E-02   0.350209E-02   0.177522E-02
          225   0.229159E-03   0.307486E-03   0.585856E-03   0.175328E-03   0.162409E-02   0.231381E-02   0.357856E-02   0.188063E-02
          230   0.228888E-03   0.306466E-03   0.585245E-03   0.177617E-03   0.152339E-02   0.218124E-02   0.363152E-02   0.194130E-02
          235   0.228996E-03   0.305793E-03   0.583617E-03   0.180925E-03   0.138025E-02   0.197848E-02   0.366148E-02   0.193304E-02
          240   0.229354E-03   0.305473E-03   0.581381E-03   0.183738E-03   0.124058E-02   0.177927E-02   0.367414E-02   0.187602E-02
          245   0.229796E-03   0.305024E-03   0.578608E-03   0.185565E-03   0.112507E-02   0.163196E-02   0.367522E-02   0.181529E-02
          250   0.230027E-03   0.304324E-03   0.574703E-03   0.187747E-03   0.105135E-02   0.148826E-02   0.366692E-02   0.178880E-02
          255   0.230011E-03   0.303532E-03   0.569403E-03   0.188873E-03   0.102114E-02   0.145353E-02   0.364741E-02   0.180629E-02
          260   0.229847E-03   0.302686E-03   0.562892E-03   0.188722E-03   0.977001E-03   0.141498E-02   0.361247E-02   0.184802E-02
          265   0.229683E-03   0.302060E-03   0.555407E-03   0.187784E-03   0.921833E-03   0.134458E-02   0.355855E-02   0.188217E-02
          270   0.229695E-03   0.302033E-03   0.546903E-03   0.185853E-03   0.883794E-03   0.130203E-02   0.348493E-02   0.188621E-02
          275   0.229958E-03   0.302649E-03   0.537696E-03   0.183985E-03   0.871681E-03   0.128170E-02   0.339418E-02   0.185907E-02
          280   0.230642E-03   0.303867E-03   0.527867E-03   0.181935E-03   0.870627E-03   0.126992E-02   0.329098E-02   0.181848E-02
          285   0.231648E-03   0.305289E-03   0.517553E-03   0.179624E-03   0.869096E-03   0.125926E-02   0.318027E-02   0.178681E-02
          290   0.232644E-03   0.306691E-03   0.506676E-03   0.177281E-03   0.867272E-03   0.123591E-02   0.306576E-02   0.177698E-02
          295   0.233488E-03   0.307854E-03   0.495067E-03   0.174730E-03   0.865110E-03   0.121602E-02   0.294939E-02   0.178632E-02
          300   0.234119E-03   0.308640E-03   0.483038E-03   0.173496E-03   0.862329E-03   0.118057E-02   0.283195E-02   0.180071E-02
          305   0.234684E-03   0.309277E-03   0.471009E-03   0.172454E-03   0.858633E-03   0.114345E-02   0.271406E-02   0.180572E-02
          310   0.235157E-03   0.309715E-03   0.458532E-03   0.171686E-03   0.853815E-03   0.111330E-02   0.259667E-02   0.179507E-02
          315   0.235426E-03   0.309913E-03   0.446188E-03   0.171563E-03   0.847937E-03   0.107492E-02   0.248144E-02   0.177339E-02
          320   0.235500E-03   0.310057E-03   0.433883E-03   0.171704E-03   0.841287E-03   0.106702E-02   0.237043E-02   0.175143E-02
          325   0.235610E-03   0.310281E-03   0.422644E-03   0.171651E-03   0.834265E-03   0.105862E-02   0.226539E-02   0.173873E-02
          330   0.235740E-03   0.310564E-03   0.412136E-03   0.171215E-03   0.827228E-03   0.105021E-02   0.216754E-02   0.173736E-02
          335   0.235985E-03   0.310632E-03   0.403025E-03   0.170471E-03   0.820347E-03   0.104202E-02   0.207734E-02   0.174240E-02
          340   0.236506E-03   0.310671E-03   0.395341E-03   0.168962E-03   0.813596E-03   0.103402E-02   0.199477E-02   0.174579E-02
          345   0.237146E-03   0.310877E-03   0.388928E-03   0.166972E-03   0.806788E-03   0.102596E-02   0.191952E-02   0.174206E-02
          350   0.237902E-03   0.311256E-03   0.383577E-03   0.164508E-03   0.799704E-03   0.101753E-02   0.185140E-02   0.173141E-02
          355   0.239047E-03   0.312390E-03   0.379468E-03   0.161803E-03   0.792208E-03   0.100854E-02   0.179023E-02   0.171848E-02
          360   0.240399E-03   0.314082E-03   0.376373E-03   0.159138E-03   0.784311E-03   0.999018E-03   0.173586E-02   0.170908E-02
          365   0.241672E-03   0.315840E-03   0.375076E-03   0.156324E-03   0.776124E-03   0.990084E-03   0.169592E-02   0.170629E-02
          370   0.242928E-03   0.317553E-03   0.374393E-03   0.153402E-03   0.767832E-03   0.998172E-03   0.168480E-02   0.170865E-02
          375   0.243992E-03   0.319198E-03   0.373945E-03   0.150277E-03   0.759585E-03   0.101064E-02   0.166703E-02   0.171187E-02
          380   0.244937E-03   0.320633E-03   0.373651E-03   0.147401E-03   0.751464E-03   0.101776E-02   0.164205E-02   0.171147E-02
          385   0.245690E-03   0.321970E-03   0.373532E-03   0.144929E-03   0.743444E-03   0.102343E-02   0.161295E-02   0.170518E-02
          390   0.246147E-03   0.322854E-03   0.373515E-03   0.142830E-03   0.735455E-03   0.103197E-02   0.158519E-02   0.169435E-02
          395   0.246413E-03   0.323361E-03   0.373841E-03   0.141058E-03   0.734711E-03   0.103484E-02   0.156773E-02   0.168205E-02
          400   0.246501E-03   0.323498E-03   0.374759E-03   0.139143E-03   0.760311E-03   0.103361E-02   0.158005E-02   0.167160E-02
          405   0.246271E-03   0.323221E-03   0.376400E-03   0.137031E-03   0.781000E-03   0.103373E-02   0.160068E-02   0.166485E-02
          410   0.245731E-03   0.322477E-03   0.378240E-03   0.134542E-03   0.795129E-03   0.102888E-02   0.162706E-02   0.166163E-02
          415   0.244838E-03   0.321269E-03   0.380054E-03   0.131725E-03   0.801959E-03   0.102091E-02   0.165565E-02   0.166134E-02
          420   0.243561E-03   0.319584E-03   0.381844E-03   0.128783E-03   0.801569E-03   0.101704E-02   0.168229E-02   0.166345E-02
          425   0.241900E-03   0.317409E-03   0.383620E-03   0.125746E-03   0.795051E-03   0.103619E-02   0.170247E-02   0.166838E-02
          430   0.239906E-03   0.314827E-03   0.385431E-03   0.122159E-03   0.784987E-03   0.105474E-02   0.171544E-02   0.167667E-02
          435   0.237588E-03   0.311851E-03   0.387464E-03   0.118067E-03   0.775403E-03   0.106784E-02   0.174839E-02   0.168863E-02
          440   0.234983E-03   0.308482E-03   0.389774E-03   0.114417E-03   0.779701E-03   0.107303E-02   0.176849E-02   0.170270E-02
          445   0.232145E-03   0.304744E-03   0.392314E-03   0.112076E-03   0.777637E-03   0.106791E-02   0.177157E-02   0.171634E-02
          450   0.229138E-03   0.300702E-03   0.395231E-03   0.115039E-03   0.796038E-03   0.105058E-02   0.175682E-02   0.172628E-02
          455   0.225988E-03   0.296446E-03   0.397879E-03   0.120199E-03   0.827641E-03   0.102252E-02   0.172740E-02   0.173013E-02
          460   0.222767E-03   0.292173E-03   0.400390E-03   0.125370E-03   0.868876E-03   0.987898E-03   0.168990E-02   0.172739E-02
          465   0.219554E-03   0.288065E-03   0.402515E-03   0.129825E-03   0.914268E-03   0.988007E-03   0.165235E-02   0.171950E-02
          470   0.216328E-03   0.284067E-03   0.404247E-03   0.132972E-03   0.957527E-03   0.104521E-02   0.162216E-02   0.170934E-02
          475   0.213098E-03   0.280097E-03   0.405557E-03   0.134889E-03   0.993088E-03   0.109184E-02   0.160433E-02   0.169974E-02
          480   0.209834E-03   0.276086E-03   0.406203E-03   0.135956E-03   0.101729E-02   0.112292E-02   0.160043E-02   0.169247E-02
          485   0.206504E-03   0.271987E-03   0.406114E-03   0.136578E-03   0.102884E-02   0.113675E-02   0.160913E-02   0.168820E-02
          490   0.203126E-03   0.267837E-03   0.405097E-03   0.137143E-03   0.102850E-02   0.113453E-02   0.162690E-02   0.168621E-02
          495   0.199756E-03   0.263634E-03   0.402896E-03   0.137843E-03   0.101846E-02   0.111937E-02   0.164956E-02   0.168547E-02
          500   0.196429E-03   0.259432E-03   0.399591E-03   0.139013E-03   0.100155E-02   0.109526E-02   0.167333E-02   0.168498E-02
          505   0.193123E-03   0.255337E-03   0.395284E-03   0.140604E-03   0.980504E-03   0.106600E-02   0.169549E-02   0.168438E-02
          510   0.189835E-03   0.251405E-03   0.389962E-03   0.142394E-03   0.957596E-03   0.103474E-02   0.171459E-02   0.168367E-02
          515   0.186604E-03   0.247662E-03   0.383949E-03   0.144117E-03   0.934390E-03   0.100356E-02   0.173018E-02   0.168327E-02
